date,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,1. open,2. high,3. low,4. close,5. volume
2018-06-14 12:00,344.0772,342.7488,7.3266,-0.2109,7.5375,82.0898,73.6886,73.4696,48.3823,141.8687,0.0,100.0,25329538.0,350.8,355.95,349.64,355.03,1496141.0
2018-06-14 13:00,345.1531,343.714,7.268,-0.2156,7.4836,79.8767,77.7054,67.6457,48.4085,140.3936,0.0,100.0,24501817.0,355.0,356.08,352.8804,352.8835,827721.0
2018-06-14 14:00,346.2716,344.8003,7.3176,-0.1328,7.4504,86.2895,82.752,70.3653,48.428,131.638,0.0,95.0,25085791.0,352.881,355.775,352.85,355.12,583974.0
2018-06-14 15:00,347.3956,345.7317,7.23,-0.1763,7.4063,80.7082,82.2915,68.8135,48.4494,123.9929,0.0,90.0,24528509.0,355.0988,355.82,354.5,354.58,557282.0
2018-06-14 16:00,348.1531,346.8734,7.3295,-0.0614,7.391,85.2878,84.0952,72.7029,48.6481,134.8113,0.0,100.0,25690524.0,354.74,358.69,354.6602,357.72,1162015.0
2018-06-15 10:00,348.8976,348.0969,7.4835,0.074,7.4095,88.0832,84.6931,74.9167,48.2252,115.6679,20.0,100.0,27421328.0,353.84,359.87,351.25,359.72,1730804.0
2018-06-15 11:00,349.3784,349.1048,7.4359,0.0211,7.4148,80.9689,84.78,71.5633,48.1413,118.5976,15.0,100.0,25115570.0,359.77,364.67,352.03,358.68,2305758.0
2018-06-15 12:00,349.6305,350.0113,7.3092,-0.0844,7.3937,69.5205,79.5242,71.3671,48.0616,106.2417,10.0,95.0,24321185.0,358.63,359.934,356.2935,358.6225,794385.0
2018-06-15 13:00,350.468,351.0788,7.3339,-0.0478,7.3817,61.5313,70.6736,74.8314,48.0908,115.2407,5.0,90.0,25064252.0,358.575,361.6,358.02,361.22,743067.0
2018-06-15 14:00,351.4044,351.8372,7.096,-0.2286,7.3246,62.4317,64.4945,67.2523,48.1185,101.6911,0.0,85.0,24454815.0,361.2,361.5,358.86,359.0425,609437.0
2018-06-15 15:00,352.2569,352.5975,6.8907,-0.3471,7.2378,64.6627,62.8752,68.5174,48.0474,93.6187,5.0,80.0,25027238.0,359.06,361.17,358.351,359.82,572423.0
2018-06-15 16:00,353.1063,353.1282,6.5198,-0.5744,7.0942,51.6861,59.5935,62.7973,47.8564,74.3822,0.0,75.0,23686255.0,359.91,360.08,357.72,358.17,1340983.0
