date,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,1. open,2. high,3. low,4. close,5. volume
2018-06-13 12:00,1694.1831,1695.958,5.3334,1.2293,4.1041,80.4423,72.4724,73.6731,30.9562,214.2185,20.0,100.0,5849720.0,1706.8341,1713.75,1706.55,1711.468,289189.0
2018-06-13 13:00,1695.4355,1697.2855,5.7764,1.3378,4.4386,86.9856,83.3926,70.22,31.5806,179.9313,15.0,95.0,5719506.0,1711.69,1712.4,1708.5,1709.8973,130214.0
2018-06-13 14:00,1696.657,1698.4964,6.0658,1.3018,4.764,80.9339,82.7873,70.3211,31.9429,148.927,10.0,90.0,5863982.0,1709.8,1712.26,1706.7,1710.0,144476.0
2018-06-13 15:00,1698.0227,1699.7163,6.3275,1.2508,5.0767,78.3768,82.0988,71.6781,31.5219,106.8125,5.0,85.0,6246092.0,1710.0,1711.595,1700.12,1711.305,382110.0
2018-06-13 16:00,1698.6517,1700.2062,5.9463,0.6957,5.2506,62.4135,73.908,57.3015,31.2054,85.7905,0.0,80.0,5631203.0,1711.38,1712.86,1703.24,1704.86,614889.0
2018-06-14 10:00,1699.8707,1701.4722,6.2691,0.8148,5.4543,64.534,68.4414,67.1235,31.1982,127.2702,0.0,100.0,6086667.0,1713.48,1717.55,1708.87,1713.5,455464.0
2018-06-14 11:00,1701.0987,1702.5739,6.4139,0.7677,5.6462,60.9083,62.6186,66.2224,31.2346,121.99,0.0,100.0,5733016.0,1713.45,1718.27,1712.5501,1713.04,353651.0
2018-06-14 12:00,1702.4452,1704.0898,6.889,0.9942,5.8948,80.3997,68.614,71.2957,31.3631,124.8156,0.0,100.0,5969055.0,1713.2603,1719.82,1712.0,1718.4903,236039.0
2018-06-14 13:00,1703.7057,1705.4108,7.1405,0.9965,6.1439,84.3412,75.2164,70.1565,31.4874,121.1513,10.0,100.0,5821122.0,1718.57,1719.8561,1715.815,1717.96,147933.0
2018-06-14 14:00,1705.0782,1706.9078,7.5089,1.092,6.4169,91.8087,85.5165,73.0197,31.7378,126.5862,5.0,100.0,5971060.0,1717.86,1721.97,1717.0,1721.1299,149938.0
2018-06-14 15:00,1706.5352,1707.989,7.4831,0.853,6.6302,81.6547,85.9349,66.5927,31.9757,110.685,0.0,95.0,5856170.0,1721.26,1721.4,1717.6888,1718.26,114890.0
2018-06-14 16:00,1708.0107,1709.5005,7.8244,0.9554,6.869,83.0105,85.4913,71.9462,32.413,124.9606,30.0,100.0,6147632.0,1718.45,1724.8,1717.91,1723.86,291462.0
2018-06-15 10:00,1709.1149,1710.3119,7.5367,0.5341,7.0025,71.2661,78.6438,60.679,31.6878,61.1352,25.0,95.0,5071765.0,1714.0,1719.98,1708.52,1718.02,1075867.0
2018-06-15 11:00,1710.1338,1711.0562,7.2339,0.1851,7.0488,70.007,74.7612,60.804,31.0642,77.1672,20.0,90.0,5430968.0,1718.3017,1720.87,1714.87,1718.127,359203.0
2018-06-15 12:00,1711.2744,1711.7251,6.9105,-0.1106,7.0212,58.6957,66.6563,60.7098,30.4719,65.6155,15.0,85.0,5259623.0,1718.0848,1719.13,1714.9,1718.08,171345.0
2018-06-15 13:00,1712.3685,1712.3991,6.636,-0.3081,6.9441,60.2965,62.9998,61.7213,29.9091,67.7347,10.0,80.0,5381162.0,1718.45,1719.0,1716.797,1718.8018,121539.0
2018-06-15 14:00,1713.652,1712.9201,6.2709,-0.5385,6.8095,65.8623,61.6182,59.5232,29.3829,61.1344,5.0,75.0,5258243.0,1718.72,1719.1,1717.11,1717.87,122919.0
2018-06-15 15:00,1714.562,1713.3039,5.8401,-0.7755,6.6156,57.8437,61.3342,57.2851,28.6372,42.7322,0.0,70.0,5086321.0,1717.9421,1719.0,1715.15,1716.95,171922.0
2018-06-15 16:00,1715.2335,1713.5578,5.3578,-1.0063,6.364,53.8448,59.1836,54.8444,27.6301,11.7108,25.0,65.0,4096454.0,1716.89,1717.61,1712.66,1715.97,989867.0
