date,SMA,EMA,MACD,MACD_Hist,MACD_Signal,SlowK,SlowD,RSI,ADX,CCI,Aroon Down,Aroon Up,OBV,1. open,2. high,3. low,4. close,5. volume
2018-06-13 12:00,1132.765,1134.3327,2.6122,1.3325,1.2798,74.3439,68.4028,66.1767,19.1629,150.0951,20.0,100.0,-549160.0,1140.58,1145.41,1140.54,1143.4,72837.0
2018-06-13 13:00,1133.737,1135.1524,2.9394,1.3277,1.6117,82.7872,78.1035,65.0876,18.5925,124.0843,15.0,95.0,-607107.0,1142.9901,1143.51,1138.49,1142.9403,57947.0
2018-06-13 14:00,1134.842,1136.1951,3.4142,1.442,1.9722,89.8246,82.3186,68.9858,18.312,159.3033,10.0,100.0,-542523.0,1143.0,1146.1,1141.35,1146.1,64584.0
2018-06-13 15:00,1135.9813,1136.9055,3.5523,1.2641,2.2882,84.8906,85.8341,62.9432,17.6837,121.7971,5.0,100.0,-679659.0,1145.95,1146.18,1138.379,1143.655,137136.0
2018-06-13 16:00,1136.3658,1136.7041,2.9128,0.4997,2.4131,60.7494,78.4882,46.5256,17.0507,36.9165,0.0,100.0,-1020808.0,1143.86,1146.5,1133.38,1134.79,341149.0
2018-06-14 10:00,1137.3115,1137.3537,3.0754,0.5298,2.5456,53.1909,66.277,58.4039,16.4493,117.1869,0.0,95.0,-905130.0,1143.85,1146.13,1140.64,1143.525,115678.0
2018-06-14 11:00,1137.859,1138.1152,3.3134,0.6142,2.6992,53.7758,55.9054,60.4437,15.7694,146.7917,0.0,100.0,-768320.0,1143.8,1149.72,1143.775,1145.35,136810.0
2018-06-14 12:00,1138.609,1139.2757,3.8569,0.9262,2.9307,81.8274,62.9314,65.5371,15.2774,152.1962,15.0,100.0,-678327.0,1144.76,1151.2093,1143.11,1150.3003,89993.0
2018-06-14 13:00,1139.552,1140.6209,4.4861,1.2443,3.2418,88.4159,74.673,68.3706,15.0868,183.2775,10.0,100.0,-598544.0,1150.55,1154.0,1150.48,1153.4,79783.0
2018-06-14 14:00,1140.5485,1141.756,4.8593,1.294,3.5653,90.7449,86.996,66.6805,15.0457,166.8824,5.0,100.0,-660909.0,1153.305,1155.47,1152.39,1152.54,62365.0
2018-06-14 15:00,1141.5128,1142.4722,4.8359,1.0165,3.8194,75.7388,84.9665,60.385,14.399,110.7835,0.0,95.0,-723173.0,1152.235,1153.79,1147.1304,1149.2756,62264.0
2018-06-14 16:00,1142.3658,1143.391,4.9894,0.936,4.0534,67.6742,78.0526,63.7028,13.7846,111.3203,30.0,90.0,-538661.0,1149.5,1152.6,1148.715,1152.12,184512.0
2018-06-15 10:00,1143.0183,1143.7843,4.6858,0.5059,4.1799,52.149,65.1874,55.37,13.5253,67.2004,25.0,85.0,-1085018.0,1148.86,1153.42,1143.485,1147.52,546357.0
2018-06-15 11:00,1143.6663,1144.2296,4.4696,0.2317,4.2378,49.3579,56.3937,56.6573,13.279,63.3555,20.0,80.0,-992220.0,1148.0,1151.0,1145.71,1148.46,92798.0
2018-06-15 12:00,1144.3128,1144.5296,4.1631,-0.0598,4.2229,37.6582,46.3884,54.6452,13.051,45.018,15.0,75.0,-1060518.0,1148.475,1149.37,1145.65,1147.38,68298.0
2018-06-15 13:00,1144.9098,1144.8973,3.956,-0.2135,4.1695,42.8928,43.303,56.2593,12.8345,44.3921,10.0,70.0,-1023265.0,1147.77,1148.805,1146.345,1148.39,37253.0
2018-06-15 14:00,1145.6568,1145.067,3.6124,-0.4457,4.0581,39.7757,40.1089,52.7291,12.676,26.6228,5.0,65.0,-1064752.0,1148.51,1148.75,1145.9201,1146.68,41487.0
2018-06-15 15:00,1146.1363,1145.433,3.4798,-0.4626,3.9424,47.4882,43.3856,56.6689,12.4588,40.3299,0.0,60.0,-1024726.0,1146.83,1149.23,1146.66,1148.91,40026.0
2018-06-15 16:00,1146.8723,1146.0832,3.6035,-0.2711,3.8747,64.3645,50.5428,61.9607,11.848,81.7671,30.0,55.0,-440732.0,1148.63,1152.26,1147.78,1152.26,583994.0
